data_abreviada,takt_time(s/und)
2022-09-03,0.0
2022-09-05,199.81481481481472
2022-09-06,188.28488372092266
2022-09-07,198.68098159509066
2022-09-08,217.34899328858697
2022-09-09,199.9074074074117
2022-09-10,0.0
2022-09-12,195.0
2022-09-13,193.92215568862846
2022-09-14,192.76785714285845
2022-09-15,203.67924528301367
2022-09-16,202.40625
2022-09-17,0.0
2022-09-19,201.0559006211129
2022-09-20,196.2727272727249
2022-09-21,195.09036144578826
2022-09-22,186.12068965517008
2022-09-23,208.93548387096934
2022-09-24,0.0
2022-09-26,197.3780487804903
2022-09-27,199.9074074074117
2022-09-28,198.68098159509066
2022-09-29,206.27388535032375
2022-09-30,197.46951219511652
2022-10-01,0.0
2022-10-03,176.88524590164374
2022-10-04,185.05714285714663
2022-10-05,195.09036144578826
2022-10-06,192.76785714285845
2022-10-07,214.47019867550335
2022-10-08,0.0
2022-10-10,186.03448275861444
2022-10-11,176.9672131147562
2022-10-12,192.76785714285845
2022-10-13,184.0056818181778
2022-10-14,180.92178770949775
2022-10-15,0.0
2022-10-17,180.8379888268158
2022-10-18,191.6272189349165
2022-10-19,197.46951219511652
2022-10-20,198.68098159509066
2022-10-21,187.19653179190425
2022-10-22,0.0
2022-10-24,172.18085106383225
2022-10-25,199.9074074074117
2022-10-26,214.47019867550335
2022-10-27,215.9000000000035
2022-10-28,196.2727272727249
2022-10-29,0.0
2022-10-31,191.5384615384614
2022-11-01,195.09036144578826
2022-11-02,203.67924528301367
2022-11-03,195.09036144578826
2022-11-04,206.27388535032375
2022-11-05,0.0
2022-11-07,187.1098265895902
2022-11-08,167.79792746113642
2022-11-09,189.38596491228162
2022-11-10,188.28488372092266
2022-11-11,197.46951219511652
2022-11-12,0.0
2022-11-14,190.4117647058836
2022-11-15,206.27388535032375
2022-11-16,176.9672131147562
2022-11-17,208.93548387096934
2022-11-18,187.19653179190425
2022-11-19,0.0
2022-11-21,191.5384615384614
2022-11-22,211.66666666666893
2022-11-23,190.5
2022-11-24,176.00543478261287
2022-11-25,199.9074074074117
2022-11-26,0.0
2022-11-28,193.8323353293415
2022-11-29,203.67924528301367
2022-11-30,193.92215568862846
2022-12-01,196.2727272727249
2022-12-02,185.05714285714663
2022-12-03,0.0
2022-12-05,183.9204545454518
2022-12-06,186.12068965517008
2022-12-07,197.46951219511652
2022-12-08,188.28488372092266
2022-12-09,220.30612244898867
2022-12-10,0.0
2022-12-12,203.58490566037875
2022-12-13,228.06338028168892
2022-12-14,197.46951219511652
2022-12-15,203.67924528301367
2022-12-16,215.9000000000035
2022-12-17,0.0
2022-12-19,166.8556701030983
2022-12-20,175.05405405405645
2022-12-21,204.9683544303812
2022-12-22,195.09036144578826
2022-12-23,196.2727272727249
2022-12-24,0.0
2022-12-26,197.3780487804903
2022-12-27,196.2727272727249
2022-12-28,189.38596491228162
2022-12-29,215.9000000000035
2022-12-30,195.09036144578826
2022-12-31,0.0
2023-01-02,201.0559006211129
2023-01-03,204.9683544303812
2023-01-04,221.81506849314795
2023-01-05,190.5
2023-01-06,196.2727272727249
2023-01-07,0.0
2023-01-09,193.8323353293415
2023-01-10,177.93956043955563
2023-01-11,206.27388535032375
2023-01-12,185.05714285714663
2023-01-13,207.5961538461486
2023-01-14,0.0
2023-01-16,207.5
2023-01-17,196.2727272727249
2023-01-18,188.28488372092266
2023-01-19,204.9683544303812
2023-01-20,202.40625
2023-01-21,0.0
2023-01-23,192.67857142857522
2023-01-24,196.2727272727249
2023-01-25,195.09036144578826
2023-01-26,198.68098159509066
2023-01-27,191.6272189349165
2023-01-28,0.0
2023-01-30,199.81481481481472
2023-01-31,195.09036144578826
2023-02-01,171.34920634920522
2023-02-02,186.12068965517008
2023-02-03,189.38596491228162
2023-02-04,0.0
2023-02-06,195.0
2023-02-07,193.92215568862846
2023-02-08,188.28488372092266
2023-02-09,195.09036144578826
2023-02-10,197.46951219511652
2023-02-11,0.0
2023-02-13,192.67857142857522
2023-02-14,190.5
2023-02-15,201.14906832298126
2023-02-16,201.14906832298126
2023-02-17,207.5961538461486
2023-02-18,0.0
2023-02-20,236.27737226277537
2023-02-21,175.05405405405645
2023-02-22,186.12068965517008
2023-02-23,232.98561151079647
2023-02-24,198.68098159509066
2023-02-25,0.0
2023-02-27,208.8387096774156
2023-02-28,166.07692307692975
2023-03-01,217.34899328858697
2023-03-02,182.96610169491157
2023-03-03,206.27388535032375
2023-03-04,0.0
2023-03-06,193.8323353293415
2023-03-07,170.44736842104797
2023-03-08,187.19653179190425
2023-03-09,195.09036144578826
2023-03-10,162.73869346733997
2023-03-11,0.0
2023-03-13,204.87341772151973
2023-03-14,187.19653179190425
2023-03-15,199.9074074074117
2023-03-16,192.76785714285845
2023-03-17,192.76785714285845
2023-03-18,0.0
2023-03-20,201.0559006211129
2023-03-21,210.29220779220947
2023-03-22,185.05714285714663
2023-03-23,199.9074074074117
2023-03-24,198.68098159509066
2023-03-25,0.0
2023-03-27,193.8323353293415
2023-03-28,166.93298969071836
2023-03-29,180.92178770949775
2023-03-30,181.93820224719664
2023-03-31,207.5961538461486
2023-04-01,0.0
2023-04-03,220.20408163265844
2023-04-04,192.76785714285845
2023-04-05,186.12068965517008
2023-04-06,177.93956043955563
2023-04-07,172.26063829787844
2023-04-08,0.0
2023-04-10,192.67857142857522
2023-04-11,187.19653179190425
2023-04-12,189.38596491228162
2023-04-13,186.12068965517008
2023-04-14,186.12068965517008
2023-04-15,0.0
2023-04-17,224.79166666666987
2023-04-18,215.9000000000035
2023-04-19,180.92178770949775
2023-04-20,191.6272189349165
2023-04-21,207.5961538461486
2023-04-22,0.0
2023-04-24,187.1098265895902
2023-04-25,182.96610169491157
2023-04-26,188.28488372092266
2023-04-27,167.79792746113642
2023-04-28,181.93820224719664
2023-04-29,0.0
2023-05-01,201.0559006211129
2023-05-02,195.09036144578826
2023-05-03,202.40625
2023-05-04,217.34899328858697
2023-05-05,193.92215568862846
2023-05-06,0.0
2023-05-08,207.5
2023-05-09,196.2727272727249
2023-05-10,184.0056818181778
2023-05-11,215.9000000000035
2023-05-12,169.554973821992
2023-05-13,0.0
2023-05-15,187.1098265895902
2023-05-16,177.93956043955563
2023-05-17,181.93820224719664
2023-05-18,196.2727272727249
2023-05-19,191.6272189349165
2023-05-20,0.0
2023-05-22,198.58895705521726
2023-05-23,176.00543478261287
2023-05-24,223.34482758620385
2023-05-25,190.5
2023-05-26,186.12068965517008
2023-05-27,0.0
2023-05-29,195.0
2023-05-30,203.67924528301367
2023-05-31,218.8175675675726
2023-06-01,251.04651162790827
2023-06-02,168.671875
2023-06-03,0.0
2023-06-05,183.9204545454518
2023-06-06,177.93956043955563
2023-06-07,201.14906832298126
2023-06-08,172.26063829787844
2023-06-09,184.0056818181778
2023-06-10,0.0
2023-06-12,186.03448275861444
2023-06-13,210.29220779220947
2023-06-14,181.93820224719664
2023-06-15,191.6272189349165
2023-06-16,180.92178770949775
2023-06-17,0.0
2023-06-19,188.19767441860543
2023-06-20,190.5
2023-06-21,203.67924528301367
2023-06-22,192.76785714285845
2023-06-23,188.28488372092266
2023-06-24,0.0
2023-06-26,203.58490566037875
2023-06-27,176.00543478261287
2023-06-28,190.5
2023-06-29,259.0800000000031
2023-06-30,220.30612244898867
2023-07-01,0.0
2023-07-03,217.24832214764714
2023-07-04,204.9683544303812
2023-07-05,182.96610169491157
2023-07-06,197.46951219511652
2023-07-07,173.1818181818221
2023-07-08,0.0
2023-07-10,220.20408163265844
2023-07-11,176.9672131147562
2023-07-12,184.0056818181778
2023-07-13,223.34482758620385
2023-07-14,181.93820224719664
2023-07-15,0.0
2023-07-17,204.87341772151973
2023-07-18,190.5
2023-07-19,186.12068965517008
2023-07-20,173.1818181818221
2023-07-21,193.92215568862846
2023-07-22,0.0
2023-07-24,168.59375
2023-07-25,207.5961538461486
2023-07-26,201.14906832298126
2023-07-27,195.09036144578826
2023-07-28,203.67924528301367
2023-07-29,0.0
2023-07-31,256.9047619047518
2023-08-01,195.09036144578826
2023-08-02,172.26063829787844
2023-08-03,207.5961538461486
2023-08-04,214.47019867550335
2023-08-05,0.0
2023-08-07,182.88135593220935
2023-08-08,220.30612244898867
2023-08-09,204.9683544303812
2023-08-10,184.0056818181778
2023-08-11,203.67924528301367
2023-08-12,0.0
2023-08-14,178.8397790055262
2023-08-15,191.6272189349165
2023-08-16,215.9000000000035
2023-08-17,210.29220779220947
2023-08-18,213.05921052631152
2023-08-19,0.0
2023-08-21,199.81481481481472
2023-08-22,182.96610169491157
2023-08-23,204.9683544303812
2023-08-24,185.05714285714663
2023-08-25,190.5
2023-08-26,0.0
2023-08-28,193.8323353293415
2023-08-29,188.28488372092266
2023-08-30,171.34920634920522
2023-08-31,191.6272189349165
2023-09-01,191.6272189349165
2023-09-02,0.0
2023-09-04,192.67857142857522
2023-09-05,178.9226519337013
2023-09-06,188.28488372092266
2023-09-07,204.9683544303812
2023-09-08,203.67924528301367
2023-09-09,0.0
2023-09-11,183.9204545454518
2023-09-12,207.5961538461486
2023-09-13,192.76785714285845
2023-09-14,179.91666666666586
2023-09-15,177.93956043955563
2023-09-16,0.0
2023-09-18,221.71232876711707
2023-09-19,180.92178770949775
2023-09-20,211.66666666666893
2023-09-21,236.3868613138731
2023-09-22,185.05714285714663
2023-09-23,0.0
2023-09-25,189.29824561404044
2023-09-26,176.00543478261287
2023-09-27,177.93956043955563
2023-09-28,184.0056818181778
2023-09-29,174.11290322581158
2023-09-30,0.0
2023-10-02,197.3780487804903
2023-10-03,218.8175675675726
2023-10-04,187.19653179190425
2023-10-05,190.5
2023-10-06,175.05405405405645
2023-10-07,0.0
2023-10-09,210.19480519479976
2023-10-10,197.46951219511652
2023-10-11,197.46951219511652
2023-10-12,220.30612244898867
2023-10-13,187.19653179190425
2023-10-14,0.0
2023-10-16,210.19480519479976
2023-10-17,177.93956043955563
2023-10-18,198.68098159509066
2023-10-19,184.0056818181778
2023-10-20,181.93820224719664
2023-10-21,0.0
2023-10-23,192.67857142857522
2023-10-24,197.46951219511652
2023-10-25,196.2727272727249
2023-10-26,188.28488372092266
2023-10-27,190.5
2023-10-28,0.0
2023-10-30,179.83333333333414
2023-10-31,203.67924528301367
2023-11-01,186.12068965517008
2023-11-02,174.11290322581158
2023-11-03,201.14906832298126
2023-11-04,0.0
2023-11-06,198.58895705521726
2023-11-07,185.05714285714663
2023-11-08,176.00543478261287
2023-11-09,196.2727272727249
2023-11-10,185.05714285714663
2023-11-11,0.0
2023-11-13,192.67857142857522
2023-11-14,224.89583333333007
2023-11-15,188.28488372092266
2023-11-16,193.92215568862846
2023-11-17,198.68098159509066
2023-11-18,0.0
2023-11-20,191.5384615384614
2023-11-21,190.5
2023-11-22,203.67924528301367
2023-11-23,181.93820224719664
2023-11-24,199.9074074074117
2023-11-25,0.0
2023-11-27,224.79166666666987
2023-11-28,199.9074074074117
2023-11-29,159.53201970443405
2023-11-30,176.00543478261287
2023-12-01,204.9683544303812
2023-12-02,0.0
2023-12-04,198.58895705521726
2023-12-05,199.9074074074117
2023-12-06,181.93820224719664
2023-12-07,181.93820224719664
2023-12-08,193.92215568862846
2023-12-09,0.0
2023-12-11,174.03225806451826
2023-12-12,181.93820224719664
2023-12-13,189.38596491228162
2023-12-14,176.9672131147562
2023-12-15,213.05921052631152
2023-12-16,0.0
2023-12-18,167.72020725388356
2023-12-19,214.47019867550335
2023-12-20,201.14906832298126
2023-12-21,181.93820224719664
2023-12-22,188.28488372092266
2023-12-23,0.0
2023-12-25,184.9714285714251
2023-12-26,191.6272189349165
2023-12-27,184.0056818181778
2023-12-28,179.91666666666586
2023-12-29,170.44736842104797
2023-12-30,0.0
2024-01-01,210.19480519479976
2024-01-02,201.14906832298126
2024-01-03,190.5
2024-01-04,195.09036144578826
2024-01-05,226.46853146853363
2024-01-06,0.0
2024-01-08,173.101604278078
2024-01-09,190.5
2024-01-10,191.6272189349165
2024-01-11,184.0056818181778
2024-01-12,186.12068965517008
2024-01-13,0.0
2024-01-15,186.03448275861444
2024-01-16,195.09036144578826
2024-01-17,215.9000000000035
2024-01-18,193.92215568862846
2024-01-19,176.9672131147562
2024-01-20,0.0
2024-01-22,186.03448275861444
2024-01-23,192.76785714285845
2024-01-24,199.9074074074117
2024-01-25,179.91666666666586
2024-01-26,204.9683544303812
2024-01-27,0.0
2024-01-29,188.19767441860543
2024-01-30,195.09036144578826
2024-01-31,159.53201970443405
2024-02-01,208.93548387096934
2024-02-02,186.12068965517008
2024-02-03,0.0
2024-02-05,212.96052631578675
2024-02-06,169.554973821992
2024-02-07,187.19653179190425
2024-02-08,197.46951219511652
2024-02-09,238.125
2024-02-10,0.0
2024-02-12,196.1818181818223
2024-02-13,189.38596491228162
2024-02-14,211.66666666666893
2024-02-15,185.05714285714663
2024-02-16,193.92215568862846
2024-02-17,0.0
2024-02-19,192.67857142857522
2024-02-20,188.28488372092266
2024-02-21,201.14906832298126
2024-02-22,202.40625
2024-02-23,186.12068965517008
2024-02-24,0.0
2024-02-26,223.24137931033877
2024-02-27,188.28488372092266
2024-02-28,198.68098159509066
2024-02-29,187.19653179190425
2024-03-01,182.96610169491157
2024-03-02,0.0
2024-03-04,206.1783439490424
2024-03-05,203.67924528301367
2024-03-06,184.0056818181778
2024-03-07,176.00543478261287
2024-03-08,210.29220779220947
2024-03-09,0.0
2024-03-11,208.8387096774156
2024-03-12,204.9683544303812
2024-03-13,187.19653179190425
2024-03-14,193.92215568862846
2024-03-15,189.38596491228162
2024-03-16,0.0
2024-03-18,184.9714285714251
2024-03-19,197.46951219511652
2024-03-20,202.40625
2024-03-21,196.2727272727249
2024-03-22,180.92178770949775
2024-03-23,0.0
2024-03-25,173.101604278078
2024-03-26,191.6272189349165
2024-03-27,191.6272189349165
2024-03-28,186.12068965517008
2024-03-29,186.12068965517008
2024-03-30,0.0
2024-04-01,232.87769784172966
2024-04-02,185.05714285714663
2024-04-03,185.05714285714663
2024-04-04,204.9683544303812
2024-04-05,188.28488372092266
2024-04-06,0.0
2024-04-08,182.88135593220935
2024-04-09,199.9074074074117
2024-04-10,174.11290322581158
2024-04-11,185.05714285714663
2024-04-12,208.93548387096934
2024-04-13,0.0
2024-04-15,211.5686274509806
2024-04-16,220.30612244898867
2024-04-17,176.00543478261287
2024-04-18,204.9683544303812
2024-04-19,197.46951219511652
2024-04-20,0.0
2024-04-22,186.03448275861444
2024-04-23,197.46951219511652
2024-04-24,199.9074074074117
2024-04-25,166.93298969071836
2024-04-26,190.5
2024-04-27,0.0
2024-04-29,131.66666666666674
