data_abreviada,Disponibilidade
2022-06-24,1.0
2022-06-25,0.0
2022-06-27,1.0
2022-06-28,1.0
2022-06-29,1.0
2022-06-30,0.9972209356183418
2022-07-01,0.9749884205650764
2022-07-02,0.0
2022-07-04,0.9990732159406857
2022-07-05,1.0
2022-07-06,1.0
2022-07-07,0.9916628068550255
2022-07-08,0.9930523390458545
2022-07-09,0.0
2022-07-11,0.9907321594068582
2022-07-12,0.998610467809171
2022-07-13,0.9921259842519685
2022-07-14,0.9879573876794812
2022-07-15,0.9976841130152849
2022-07-16,0.0
2022-07-18,0.9976830398517146
2022-07-19,1.0
2022-07-20,0.9893469198703103
2022-07-21,0.9907364520611394
2022-07-22,0.9990736452061141
2022-07-23,0.0
2022-07-25,0.9972196478220574
2022-07-26,0.9958314034275129
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,0.999536822603057
2022-07-30,0.0
2022-08-01,0.9921223354958295
2022-08-02,0.9944418712366837
2022-08-03,0.9976841130152849
2022-08-04,0.998610467809171
2022-08-05,0.9925891616489115
2022-08-06,0.0
2022-08-08,0.995366079703429
2022-08-09,0.9967577582213988
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,0.9967577582213988
2022-08-13,0.0
2022-08-15,0.995366079703429
2022-08-16,0.9958314034275129
2022-08-17,0.9962945808244558
2022-08-18,0.9916628068550255
2022-08-19,0.9976841130152849
2022-08-20,0.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,0.986567855488652
2022-08-27,0.0
2022-08-29,0.9976830398517146
2022-08-30,1.0
2022-08-31,0.9967577582213988
2022-09-01,0.9847151459008799
2022-09-02,0.9935155164427976
2022-09-03,0.0
2022-09-05,0.9986098239110287
2022-09-06,0.9935155164427976
2022-09-07,1.0
2022-09-08,0.9861046780917091
2022-09-09,0.9930523390458545
2022-09-10,0.0
2022-09-12,1.0
2022-09-13,0.9976841130152849
2022-09-14,0.9935155164427976
2022-09-15,0.999536822603057
2022-09-16,0.9990736452061141
2022-09-17,0.0
2022-09-19,0.9967562557924002
2022-09-20,0.9962945808244558
2022-09-21,0.9962945808244558
2022-09-22,0.9884205650764243
2022-09-23,0.998610467809171
2022-09-24,0.0
2022-09-26,0.9976830398517146
2022-09-27,1.0
2022-09-28,0.9967577582213988
2022-09-29,0.9967577582213988
2022-09-30,0.9967577582213988
2022-10-01,0.0
2022-10-03,0.9990732159406857
2022-10-04,0.9898100972672533
2022-10-05,0.9981472904122278
2022-10-06,0.999536822603057
2022-10-07,0.9990736452061141
2022-10-08,0.0
2022-10-10,0.9944392956441149
2022-10-11,0.9907364520611394
2022-10-12,0.9870310328855951
2022-10-13,0.9874942102825383
2022-10-14,0.9921259842519685
2022-10-15,0.0
2022-10-17,0.9986098239110287
2022-10-18,0.9981472904122278
2022-10-19,0.9949050486336267
2022-10-20,0.9833256137100508
2022-10-21,1.0
2022-10-22,0.0
2022-10-24,0.9939759036144578
2022-10-25,0.9976841130152849
2022-10-26,0.9953682260305697
2022-10-27,1.0
2022-10-28,1.0
2022-10-29,0.0
2022-10-31,1.0
2022-11-01,1.0
2022-11-02,0.9879573876794812
2022-11-03,0.9962945808244558
2022-11-04,0.9823992589161649
2022-11-05,0.0
2022-11-07,0.9935125115848007
2022-11-08,0.999536822603057
2022-11-09,0.9916628068550255
2022-11-10,0.9911996294580825
2022-11-11,0.9800833719314498
2022-11-12,0.0
2022-11-14,0.9935125115848007
2022-11-15,0.998610467809171
2022-11-16,0.9981472904122278
2022-11-17,1.0
2022-11-18,0.9935155164427976
2022-11-19,0.0
2022-11-21,0.9981464318813716
2022-11-22,0.9967577582213988
2022-11-23,0.9939786938397406
2022-11-24,0.9884205650764243
2022-11-25,0.9884205650764243
2022-11-26,0.0
2022-11-28,0.9972196478220574
2022-11-29,0.9972209356183418
2022-11-30,1.0
2022-12-01,1.0
2022-12-02,0.9967577582213988
2022-12-03,0.0
2022-12-05,0.9990732159406857
2022-12-06,0.9884205650764243
2022-12-07,0.998610467809171
2022-12-08,0.9893469198703103
2022-12-09,0.999536822603057
2022-12-10,0.0
2022-12-12,1.0
2022-12-13,0.9916628068550255
2022-12-14,0.999536822603057
2022-12-15,0.998610467809171
2022-12-16,1.0
2022-12-17,0.0
2022-12-19,0.9986098239110287
2022-12-20,0.9921259842519685
2022-12-21,0.9981472904122278
2022-12-22,0.9902732746641963
2022-12-23,0.9944418712366837
2022-12-24,0.0
2022-12-26,0.9976830398517146
2022-12-27,0.986567855488652
2022-12-28,1.0
2022-12-29,0.9981472904122278
2022-12-30,0.9800833719314498
2022-12-31,0.0
2023-01-02,0.9995366079703429
2023-01-03,0.9990736452061141
2023-01-04,0.9949050486336267
2023-01-05,1.0
2023-01-06,0.9967577582213988
2023-01-07,0.0
2023-01-09,0.9986098239110287
2023-01-10,0.9976841130152849
2023-01-11,1.0
2023-01-12,1.0
2023-01-13,0.9962945808244558
2023-01-14,0.0
2023-01-16,0.9981464318813716
2023-01-17,0.9930523390458545
2023-01-18,0.9981472904122278
2023-01-19,0.9925891616489115
2023-01-20,0.9990736452061141
2023-01-21,0.0
2023-01-23,0.9930491195551436
2023-01-24,0.9981472904122278
2023-01-25,0.999536822603057
2023-01-26,0.9990736452061141
2023-01-27,0.9990736452061141
2023-01-28,0.0
2023-01-30,0.9879518072289156
2023-01-31,0.9800833719314498
2023-02-01,0.9874942102825383
2023-02-02,0.9990736452061141
2023-02-03,0.9990736452061141
2023-02-04,0.0
2023-02-06,0.9958294717330862
2023-02-07,0.9967577582213988
2023-02-08,0.9939786938397406
2023-02-09,0.968040759610931
2023-02-10,0.9884205650764243
2023-02-11,0.0
2023-02-13,0.9870250231696014
2023-02-14,1.0
2023-02-15,0.9990736452061141
2023-02-16,0.9949050486336267
2023-02-17,0.999536822603057
2023-02-18,0.0
2023-02-20,1.0
2023-02-21,1.0
2023-02-22,0.9990736452061141
2023-02-23,0.9967577582213988
2023-02-24,0.9893469198703103
2023-02-25,0.0
2023-02-27,0.9995366079703429
2023-02-28,1.0
2023-03-01,1.0
2023-03-02,0.9949050486336267
2023-03-03,0.9967577582213988
2023-03-04,0.0
2023-03-06,0.9930491195551436
2023-03-07,0.9921259842519685
2023-03-08,0.9916628068550255
2023-03-09,0.9874942102825383
2023-03-10,1.0
2023-03-11,0.0
2023-03-13,0.9962928637627434
2023-03-14,0.9981472904122278
2023-03-15,0.9851783232978231
2023-03-16,0.9967577582213988
2023-03-17,0.999536822603057
2023-03-18,0.0
2023-03-20,0.9990732159406857
2023-03-21,0.9976841130152849
2023-03-22,0.9972209356183418
2023-03-23,1.0
2023-03-24,0.9925891616489115
2023-03-25,0.0
2023-03-27,0.9814643188137164
2023-03-28,0.999536822603057
2023-03-29,0.9921259842519685
2023-03-30,0.9930523390458545
2023-03-31,1.0
2023-04-01,0.0
2023-04-03,0.9939759036144578
2023-04-04,0.9981472904122278
2023-04-05,0.9990736452061141
2023-04-06,0.998610467809171
2023-04-07,1.0
2023-04-08,0.0
2023-04-10,0.989805375347544
2023-04-11,0.9861046780917091
2023-04-12,0.9944418712366837
2023-04-13,0.9976841130152849
2023-04-14,0.9884205650764243
2023-04-15,0.0
2023-04-17,0.9833178869323448
2023-04-18,1.0
2023-04-19,0.9990736452061141
2023-04-20,0.9953682260305697
2023-04-21,0.9944418712366837
2023-04-22,0.0
2023-04-24,0.9972196478220574
2023-04-25,0.9976841130152849
2023-04-26,0.9967577582213988
2023-04-27,0.9935155164427976
2023-04-28,0.9893469198703103
2023-04-29,0.0
2023-05-01,0.9962928637627434
2023-05-02,1.0
2023-05-03,1.0
2023-05-04,1.0
2023-05-05,0.9902732746641963
2023-05-06,0.0
2023-05-08,0.989341983317887
2023-05-09,0.9939786938397406
2023-05-10,0.9990736452061141
2023-05-11,0.9967577582213988
2023-05-12,1.0
2023-05-13,0.0
2023-05-15,0.9995366079703429
2023-05-16,0.9884205650764243
2023-05-17,0.999536822603057
2023-05-18,0.9958314034275129
2023-05-19,0.9898100972672533
2023-05-20,0.0
2023-05-22,0.995366079703429
2023-05-23,0.9944418712366837
2023-05-24,0.998610467809171
2023-05-25,0.9967577582213988
2023-05-26,0.9972209356183418
2023-05-27,0.0
2023-05-29,0.9958294717330862
2023-05-30,0.9796201945345067
2023-05-31,0.9930523390458545
2023-06-01,0.9911996294580825
2023-06-02,0.9981472904122278
2023-06-03,0.0
2023-06-05,0.9972196478220574
2023-06-06,0.9972209356183418
2023-06-07,0.998610467809171
2023-06-08,1.0
2023-06-09,0.9944418712366837
2023-06-10,0.0
2023-06-12,0.989805375347544
2023-06-13,0.998610467809171
2023-06-14,0.9990736452061141
2023-06-15,1.0
2023-06-16,1.0
2023-06-17,0.0
2023-06-19,1.0
2023-06-20,1.0
2023-06-21,1.0
2023-06-22,0.9972209356183418
2023-06-23,0.9916628068550255
2023-06-24,0.0
2023-06-26,1.0
2023-06-27,0.9976841130152849
2023-06-28,1.0
2023-06-29,1.0
2023-06-30,0.9990736452061141
2023-07-01,0.0
2023-07-03,0.9981464318813716
2023-07-04,0.9976841130152849
2023-07-05,0.9874942102825383
2023-07-06,0.9823992589161649
2023-07-07,0.9884205650764243
2023-07-08,0.0
2023-07-10,0.9995366079703429
2023-07-11,0.9958314034275129
2023-07-12,0.9921259842519685
2023-07-13,0.9972209356183418
2023-07-14,0.9939786938397406
2023-07-15,0.0
2023-07-17,0.9874884151992586
2023-07-18,1.0
2023-07-19,0.984251968503937
2023-07-20,1.0
2023-07-21,0.9981472904122278
2023-07-22,0.0
2023-07-24,0.9837812789620018
2023-07-25,0.9916628068550255
2023-07-26,0.9819360815192218
2023-07-27,0.9861046780917091
2023-07-28,0.9990736452061141
2023-07-29,0.0
2023-07-31,0.9944392956441149
2023-08-01,0.9953682260305697
2023-08-02,1.0
2023-08-03,0.9949050486336267
2023-08-04,0.9949050486336267
2023-08-05,0.0
2023-08-07,0.9990732159406857
2023-08-08,0.9851783232978231
2023-08-09,0.9990736452061141
2023-08-10,0.9967577582213988
2023-08-11,0.9902732746641963
2023-08-12,0.0
2023-08-14,1.0
2023-08-15,0.9958314034275129
2023-08-16,1.0
2023-08-17,1.0
2023-08-18,0.9930523390458545
2023-08-19,0.0
2023-08-21,0.9990732159406857
2023-08-22,0.9981472904122278
2023-08-23,0.9990736452061141
2023-08-24,0.9967577582213988
2023-08-25,1.0
2023-08-26,0.0
2023-08-28,1.0
2023-08-29,1.0
2023-08-30,1.0
2023-08-31,1.0
2023-09-01,0.9861046780917091
2023-09-02,0.0
2023-09-04,0.9958294717330862
2023-09-05,1.0
2023-09-06,1.0
2023-09-07,1.0
2023-09-08,0.9944418712366837
2023-09-09,0.0
2023-09-11,0.9990732159406857
2023-09-12,0.9930523390458545
2023-09-13,0.9749884205650764
2023-09-14,0.9935155164427976
2023-09-15,0.9967577582213988
2023-09-16,0.0
2023-09-18,1.0
2023-09-19,1.0
2023-09-20,0.9935155164427976
2023-09-21,0.983788791106994
2023-09-22,0.9893469198703103
2023-09-23,0.0
2023-09-25,0.9944392956441149
2023-09-26,0.9958314034275129
2023-09-27,0.999536822603057
2023-09-28,1.0
2023-09-29,0.998610467809171
2023-09-30,0.0
2023-10-02,0.9907321594068582
2023-10-03,1.0
2023-10-04,1.0
2023-10-05,0.9953682260305697
2023-10-06,0.9810097267253358
2023-10-07,0.0
2023-10-09,0.9986098239110287
2023-10-10,1.0
2023-10-11,0.9935155164427976
2023-10-12,0.9981472904122278
2023-10-13,0.9944418712366837
2023-10-14,0.0
2023-10-16,0.9958294717330862
2023-10-17,0.9958314034275129
2023-10-18,0.999536822603057
2023-10-19,1.0
2023-10-20,0.998610467809171
2023-10-21,0.0
2023-10-23,0.9976830398517146
2023-10-24,1.0
2023-10-25,0.9939786938397406
2023-10-26,0.9958314034275129
2023-10-27,0.9949050486336267
2023-10-28,0.0
2023-10-30,0.9879518072289156
2023-10-31,0.9976841130152849
2023-11-01,0.9935155164427976
2023-11-02,1.0
2023-11-03,1.0
2023-11-04,0.0
2023-11-06,1.0
2023-11-07,0.9990736452061141
2023-11-08,1.0
2023-11-09,1.0
2023-11-10,1.0
2023-11-11,0.0
2023-11-13,0.9986098239110287
2023-11-14,0.9884205650764243
2023-11-15,0.9990736452061141
2023-11-16,0.998610467809171
2023-11-17,0.984251968503937
2023-11-18,0.0
2023-11-20,0.9939759036144578
2023-11-21,0.9962945808244558
2023-11-22,0.9981472904122278
2023-11-23,0.9981472904122278
2023-11-24,0.998610467809171
2023-11-25,0.0
2023-11-27,0.9935125115848007
2023-11-28,1.0
2023-11-29,1.0
2023-11-30,0.9949050486336267
2023-12-01,0.9953682260305697
2023-12-02,0.0
2023-12-04,0.9851714550509731
2023-12-05,0.984251968503937
2023-12-06,0.9972209356183418
2023-12-07,0.9921259842519685
2023-12-08,0.9981472904122278
2023-12-09,0.0
2023-12-11,0.9976830398517146
2023-12-12,0.9962945808244558
2023-12-13,0.9990736452061141
2023-12-14,0.9976841130152849
2023-12-15,0.9847151459008799
2023-12-16,0.0
2023-12-18,0.9958294717330862
2023-12-19,0.9907364520611394
2023-12-20,0.9972209356183418
2023-12-21,0.9967577582213988
2023-12-22,0.9967577582213988
2023-12-23,0.0
2023-12-25,0.9962928637627434
2023-12-26,0.9898100972672533
2023-12-27,0.9981472904122278
2023-12-28,0.9990736452061141
2023-12-29,0.999536822603057
2023-12-30,0.0
2024-01-01,0.9819277108433735
2024-01-02,0.9939786938397406
2024-01-03,1.0
2024-01-04,1.0
2024-01-05,0.998610467809171
2024-01-06,0.0
2024-01-08,0.9981464318813716
2024-01-09,0.9967577582213988
2024-01-10,0.9925891616489115
2024-01-11,1.0
2024-01-12,1.0
2024-01-13,0.0
2024-01-15,0.9879518072289156
2024-01-16,0.9911996294580825
2024-01-17,0.9981472904122278
2024-01-18,0.9782306623436777
2024-01-19,0.9874942102825383
2024-01-20,0.0
2024-01-22,0.9763670064874884
2024-01-23,0.9800833719314498
2024-01-24,0.9902732746641963
2024-01-25,0.9911996294580825
2024-01-26,0.9967577582213988
2024-01-27,0.0
2024-01-29,0.9930491195551436
2024-01-30,0.9990736452061141
2024-01-31,0.9911996294580825
2024-02-01,0.9972209356183418
2024-02-02,1.0
2024-02-03,0.0
2024-02-05,1.0
2024-02-06,0.9935155164427976
2024-02-07,0.9976841130152849
2024-02-08,0.9953682260305697
2024-02-09,0.9972209356183418
2024-02-10,0.0
2024-02-12,0.9962928637627434
2024-02-13,0.9972209356183418
2024-02-14,0.9953682260305697
2024-02-15,0.999536822603057
2024-02-16,0.9958314034275129
2024-02-17,0.0
2024-02-19,0.9986098239110287
2024-02-20,0.9939786938397406
2024-02-21,0.9810097267253358
2024-02-22,0.9976841130152849
2024-02-23,0.9916628068550255
2024-02-24,0.0
2024-02-26,1.0
2024-02-27,1.0
2024-02-28,0.998610467809171
2024-02-29,0.9953682260305697
2024-03-01,0.986567855488652
2024-03-02,0.0
2024-03-04,0.9981464318813716
2024-03-05,1.0
2024-03-06,0.9981472904122278
2024-03-07,1.0
2024-03-08,1.0
2024-03-09,0.0
2024-03-11,0.994902687673772
2024-03-12,0.999536822603057
2024-03-13,1.0
2024-03-14,0.9967577582213988
2024-03-15,0.9962945808244558
2024-03-16,0.0
2024-03-18,0.989805375347544
2024-03-19,0.9958314034275129
2024-03-20,1.0
2024-03-21,0.9990736452061141
2024-03-22,0.9990736452061141
2024-03-23,0.0
2024-03-25,1.0
2024-03-26,1.0
2024-03-27,1.0
2024-03-28,1.0
2024-03-29,1.0
2024-03-30,0.0
2024-04-01,1.0
2024-04-02,0.9944418712366837
2024-04-03,0.9953682260305697
2024-04-04,0.9773043075497916
2024-04-05,0.9916628068550255
2024-04-06,0.0
2024-04-08,0.9986098239110287
2024-04-09,0.9990736452061141
2024-04-10,0.9981472904122278
2024-04-11,0.9976841130152849
2024-04-12,0.9911996294580825
2024-04-13,0.0
2024-04-15,0.995366079703429
2024-04-16,1.0
2024-04-17,1.0
2024-04-18,0.9949050486336267
2024-04-19,0.9972209356183418
2024-04-20,0.0
2024-04-22,0.9986098239110287
2024-04-23,1.0
2024-04-24,0.999536822603057
2024-04-25,0.9990736452061141
2024-04-26,0.998610467809171
2024-04-27,0.0
2024-04-29,0.9240506329113923
