DateTime;Value;Quality
2024-02-29 18:09:00.655 -03:00;0;NULL
2024-02-29 18:09:15.655 -03:00;0;NULL
2024-02-29 18:09:30.655 -03:00;0;NULL
2024-02-29 18:09:45.655 -03:00;0;NULL
2024-02-29 18:10:00.655 -03:00;0;NULL
2024-02-29 18:10:15.655 -03:00;0;NULL
2024-02-29 18:10:30.655 -03:00;0;NULL
2024-02-29 18:10:45.655 -03:00;0;NULL
2024-02-29 18:11:00.655 -03:00;0;NULL
2024-02-29 18:11:15.655 -03:00;0;NULL
2024-02-29 18:11:30.655 -03:00;0;NULL
2024-02-29 18:11:45.655 -03:00;0;NULL
2024-02-29 18:12:00.655 -03:00;0;NULL
2024-02-29 18:12:15.655 -03:00;0;NULL
2024-02-29 18:12:30.655 -03:00;0;NULL
2024-02-29 18:12:45.655 -03:00;0;NULL
2024-02-29 18:13:00.655 -03:00;0;NULL
2024-02-29 18:13:15.655 -03:00;0;NULL
2024-02-29 18:13:30.655 -03:00;0;NULL
2024-02-29 18:13:45.655 -03:00;0;NULL
2024-02-29 18:14:00.655 -03:00;0;NULL
2024-02-29 18:14:15.655 -03:00;0;NULL
2024-02-29 18:14:30.655 -03:00;0;NULL
2024-02-29 18:14:45.655 -03:00;0;NULL
2024-02-29 18:15:00.655 -03:00;0;NULL
2024-02-29 18:15:15.655 -03:00;0;NULL
2024-02-29 18:15:30.655 -03:00;0;NULL
2024-02-29 18:15:45.655 -03:00;0;NULL
2024-02-29 18:16:00.655 -03:00;0;NULL
2024-02-29 18:16:15.655 -03:00;0;NULL
2024-02-29 18:16:30.655 -03:00;0;NULL
2024-02-29 18:16:45.655 -03:00;0;NULL
2024-02-29 18:17:00.655 -03:00;0;NULL
2024-02-29 18:17:15.655 -03:00;0;NULL
2024-02-29 18:17:30.655 -03:00;0;NULL
2024-02-29 18:17:45.655 -03:00;0;NULL
2024-02-29 18:18:00.655 -03:00;0;NULL
2024-02-29 18:18:15.655 -03:00;0;NULL
2024-02-29 18:18:30.655 -03:00;0;NULL
2024-02-29 18:18:45.655 -03:00;0;NULL
2024-02-29 18:19:00.655 -03:00;0;NULL
2024-02-29 18:19:15.655 -03:00;0;NULL
2024-02-29 18:19:30.655 -03:00;0;NULL
2024-02-29 18:19:45.655 -03:00;0;NULL
2024-02-29 18:20:00.655 -03:00;0;NULL
2024-02-29 18:20:15.655 -03:00;0;NULL
2024-02-29 18:20:30.655 -03:00;0;NULL
2024-02-29 18:20:45.655 -03:00;0;NULL
2024-02-29 18:21:00.655 -03:00;0;NULL
2024-02-29 18:21:15.655 -03:00;0;NULL
2024-02-29 18:21:30.655 -03:00;0;NULL
2024-02-29 18:21:45.655 -03:00;0;NULL
2024-02-29 18:22:00.655 -03:00;0;NULL
2024-02-29 18:22:15.655 -03:00;0;NULL
2024-02-29 18:22:30.655 -03:00;0;NULL
2024-02-29 18:22:45.655 -03:00;0;NULL
2024-02-29 18:23:00.655 -03:00;0;NULL
2024-02-29 18:23:15.655 -03:00;0;NULL
2024-02-29 18:23:30.655 -03:00;0;NULL
2024-02-29 18:23:45.655 -03:00;0;NULL
2024-02-29 18:24:00.655 -03:00;0;NULL
2024-02-29 18:24:15.655 -03:00;0;NULL
2024-02-29 18:24:30.655 -03:00;0;NULL
2024-02-29 18:24:45.655 -03:00;0;NULL
2024-02-29 18:25:00.655 -03:00;0;NULL
2024-02-29 18:25:15.655 -03:00;0;NULL
2024-02-29 18:25:30.655 -03:00;0;NULL
2024-02-29 18:25:45.655 -03:00;0;NULL
2024-02-29 18:26:00.655 -03:00;0;NULL
2024-02-29 18:26:15.655 -03:00;0;NULL
2024-02-29 18:26:30.655 -03:00;0;NULL
2024-02-29 18:26:45.655 -03:00;0;NULL
2024-02-29 18:27:00.655 -03:00;0;NULL
2024-02-29 18:27:15.655 -03:00;0;NULL
2024-02-29 18:27:30.655 -03:00;0;NULL
2024-02-29 18:27:45.655 -03:00;0;NULL
2024-02-29 18:28:00.655 -03:00;0;NULL
2024-02-29 18:28:15.655 -03:00;0;NULL
2024-02-29 18:28:30.655 -03:00;0;NULL
2024-02-29 18:28:45.655 -03:00;0;NULL
2024-02-29 18:29:00.655 -03:00;0;NULL
2024-02-29 18:29:15.655 -03:00;0;NULL
2024-02-29 18:29:30.655 -03:00;0;NULL
2024-02-29 18:29:45.655 -03:00;0;NULL
2024-02-29 18:30:00.655 -03:00;0;NULL
2024-02-29 18:30:15.655 -03:00;0;NULL
2024-02-29 18:30:30.655 -03:00;0;NULL
2024-02-29 18:30:45.655 -03:00;0;NULL
2024-02-29 18:31:00.655 -03:00;0;NULL
2024-02-29 18:31:15.655 -03:00;0;NULL
2024-02-29 18:31:30.655 -03:00;0;NULL
2024-02-29 18:31:45.655 -03:00;0;NULL
2024-02-29 18:32:00.655 -03:00;0;NULL
2024-02-29 18:32:15.655 -03:00;0;NULL
2024-02-29 18:32:30.655 -03:00;0;NULL
2024-02-29 18:32:45.655 -03:00;0;NULL
2024-02-29 18:33:00.655 -03:00;0;NULL
2024-02-29 18:33:15.655 -03:00;0;NULL
2024-02-29 18:33:30.655 -03:00;0;NULL
2024-02-29 18:33:45.655 -03:00;0;NULL
2024-02-29 18:34:00.655 -03:00;0;NULL
2024-02-29 18:34:15.655 -03:00;0;NULL
2024-02-29 18:34:30.655 -03:00;0;NULL
2024-02-29 18:34:45.655 -03:00;0;NULL
2024-02-29 18:35:00.655 -03:00;0;NULL
2024-02-29 18:35:15.655 -03:00;0;NULL
2024-02-29 18:35:30.655 -03:00;0;NULL
2024-02-29 18:35:45.655 -03:00;0;NULL
2024-02-29 18:36:00.655 -03:00;0;NULL
2024-02-29 18:36:15.655 -03:00;0;NULL
2024-02-29 18:36:30.655 -03:00;0;NULL
2024-02-29 18:36:45.655 -03:00;0;NULL
2024-02-29 18:37:00.655 -03:00;0;NULL
2024-02-29 18:37:15.655 -03:00;0;NULL
2024-02-29 18:37:30.655 -03:00;0;NULL
2024-02-29 18:37:45.655 -03:00;0;NULL
2024-02-29 18:38:00.655 -03:00;0;NULL
2024-02-29 18:38:15.655 -03:00;0;NULL
2024-02-29 18:38:30.655 -03:00;0;NULL
2024-02-29 18:38:45.655 -03:00;0;NULL
2024-02-29 18:39:00.655 -03:00;0;NULL
2024-02-29 18:39:15.655 -03:00;0;NULL
2024-02-29 18:39:30.655 -03:00;0;NULL
2024-02-29 18:39:45.655 -03:00;0;NULL
2024-02-29 18:40:00.655 -03:00;0;NULL
2024-02-29 18:40:15.655 -03:00;0;NULL
2024-02-29 18:40:30.655 -03:00;0;NULL
2024-02-29 18:40:45.655 -03:00;0;NULL
2024-02-29 18:41:00.655 -03:00;0;NULL
2024-02-29 18:41:15.655 -03:00;0;NULL
2024-02-29 18:41:30.655 -03:00;0;NULL
2024-02-29 18:41:45.655 -03:00;0;NULL
2024-02-29 18:42:00.655 -03:00;0;NULL
2024-02-29 18:42:15.655 -03:00;0;NULL
2024-02-29 18:42:30.655 -03:00;0;NULL
2024-02-29 18:42:45.655 -03:00;0;NULL
2024-02-29 18:43:00.655 -03:00;0;NULL
2024-02-29 18:43:15.655 -03:00;0;NULL
2024-02-29 18:43:30.655 -03:00;0;NULL
2024-02-29 18:43:45.655 -03:00;0;NULL
2024-02-29 18:44:00.655 -03:00;0;NULL
2024-02-29 18:44:15.655 -03:00;0;NULL
2024-02-29 18:44:30.655 -03:00;0;NULL
2024-02-29 18:44:45.655 -03:00;0;NULL
2024-02-29 18:45:00.655 -03:00;0;NULL
2024-02-29 18:45:15.655 -03:00;0;NULL
2024-02-29 18:45:30.655 -03:00;0;NULL
2024-02-29 18:45:45.655 -03:00;0;NULL
2024-02-29 18:46:00.655 -03:00;0;NULL
2024-02-29 18:46:15.655 -03:00;0;NULL
2024-02-29 18:46:30.655 -03:00;0;NULL
2024-02-29 18:46:45.655 -03:00;0;NULL
2024-02-29 18:47:00.655 -03:00;0;NULL
2024-02-29 18:47:15.655 -03:00;0;NULL
2024-02-29 18:47:30.655 -03:00;0;NULL
2024-02-29 18:47:45.655 -03:00;0;NULL
2024-02-29 18:48:00.655 -03:00;0;NULL
2024-02-29 18:48:15.655 -03:00;0;NULL
2024-02-29 18:48:30.655 -03:00;0;NULL
2024-02-29 18:48:45.655 -03:00;0;NULL
2024-02-29 18:49:00.655 -03:00;0;NULL
2024-02-29 18:49:15.655 -03:00;0;NULL
2024-02-29 18:49:30.655 -03:00;0;NULL
2024-02-29 18:49:45.655 -03:00;0;NULL
2024-02-29 18:50:00.655 -03:00;0;NULL
2024-02-29 18:50:15.655 -03:00;0;NULL
2024-02-29 18:50:30.655 -03:00;0;NULL
2024-02-29 18:50:45.655 -03:00;0;NULL
2024-02-29 18:51:00.655 -03:00;0;NULL
2024-02-29 18:51:15.655 -03:00;0;NULL
2024-02-29 18:51:30.655 -03:00;0;NULL
2024-02-29 18:51:45.655 -03:00;0;NULL
2024-02-29 18:52:00.655 -03:00;0;NULL
2024-02-29 18:52:15.655 -03:00;0;NULL
2024-02-29 18:52:30.655 -03:00;0;NULL
2024-02-29 18:52:45.655 -03:00;0;NULL
2024-02-29 18:53:00.655 -03:00;0;NULL
2024-02-29 18:53:15.655 -03:00;0;NULL
2024-02-29 18:53:30.655 -03:00;0;NULL
2024-02-29 18:53:45.655 -03:00;0;NULL
2024-02-29 18:54:00.655 -03:00;0;NULL
2024-02-29 18:54:15.655 -03:00;0;NULL
2024-02-29 18:54:30.655 -03:00;0;NULL
2024-02-29 18:54:45.655 -03:00;0;NULL
2024-02-29 18:55:00.655 -03:00;0;NULL
2024-02-29 18:55:15.655 -03:00;0;NULL
2024-02-29 18:55:30.655 -03:00;0;NULL
2024-02-29 18:55:45.655 -03:00;0;NULL
2024-02-29 18:56:00.655 -03:00;0;NULL
2024-02-29 18:56:15.655 -03:00;0;NULL
2024-02-29 18:56:30.655 -03:00;0;NULL
2024-02-29 18:56:45.655 -03:00;0;NULL
2024-02-29 18:57:00.655 -03:00;0;NULL
2024-02-29 18:57:15.655 -03:00;0;NULL
2024-02-29 18:57:30.655 -03:00;0;NULL
2024-02-29 18:57:45.655 -03:00;0;NULL
2024-02-29 18:58:00.655 -03:00;0;NULL
2024-02-29 18:58:15.655 -03:00;0;NULL
2024-02-29 18:58:30.655 -03:00;0;NULL
2024-02-29 18:58:45.655 -03:00;0;NULL
2024-02-29 18:59:00.655 -03:00;0;NULL
2024-02-29 18:59:15.655 -03:00;0;NULL
2024-02-29 18:59:30.655 -03:00;0;NULL
2024-02-29 18:59:45.655 -03:00;0;NULL
2024-02-29 19:00:00.655 -03:00;0;NULL
2024-02-29 19:00:15.655 -03:00;0;NULL
2024-02-29 19:00:30.655 -03:00;0;NULL
2024-02-29 19:00:45.655 -03:00;0;NULL
2024-02-29 19:01:00.655 -03:00;0;NULL
2024-02-29 19:01:15.655 -03:00;0;NULL
2024-02-29 19:01:30.655 -03:00;0;NULL
2024-02-29 19:01:45.655 -03:00;0;NULL
2024-02-29 19:02:00.655 -03:00;0;NULL
2024-02-29 19:02:15.655 -03:00;0;NULL
2024-02-29 19:02:30.655 -03:00;0;NULL
2024-02-29 19:02:45.655 -03:00;0;NULL
2024-02-29 19:03:00.655 -03:00;0;NULL
2024-02-29 19:03:15.655 -03:00;0;NULL
2024-02-29 19:03:30.655 -03:00;0;NULL
2024-02-29 19:03:45.655 -03:00;0;NULL
2024-02-29 19:04:00.655 -03:00;0;NULL
2024-02-29 19:04:15.655 -03:00;0;NULL
2024-02-29 19:04:30.655 -03:00;0;NULL
2024-02-29 19:04:45.655 -03:00;0;NULL
2024-02-29 19:05:00.655 -03:00;0;NULL
2024-02-29 19:05:15.655 -03:00;0;NULL
2024-02-29 19:05:30.655 -03:00;0;NULL
2024-02-29 19:05:45.655 -03:00;0;NULL
2024-02-29 19:06:00.655 -03:00;0;NULL
2024-02-29 19:06:15.655 -03:00;0;NULL
2024-02-29 19:06:30.655 -03:00;0;NULL
2024-02-29 19:06:45.655 -03:00;0;NULL
2024-02-29 19:07:00.655 -03:00;0;NULL
2024-02-29 19:07:15.655 -03:00;0;NULL
2024-02-29 19:07:30.655 -03:00;0;NULL
2024-02-29 19:07:45.655 -03:00;0;NULL
2024-02-29 19:08:00.655 -03:00;0;NULL
2024-02-29 19:08:15.655 -03:00;0;NULL
2024-02-29 19:08:30.655 -03:00;0;NULL
2024-02-29 19:08:45.655 -03:00;0;NULL
2024-02-29 19:09:00.655 -03:00;0;NULL
2024-02-29 19:09:15.655 -03:00;0;NULL
2024-02-29 19:09:30.655 -03:00;0;NULL
2024-02-29 19:09:45.655 -03:00;0;NULL
2024-02-29 19:10:00.655 -03:00;0;NULL
2024-02-29 19:10:15.655 -03:00;0;NULL
2024-02-29 19:10:30.655 -03:00;0;NULL
2024-02-29 19:10:45.655 -03:00;0;NULL
2024-02-29 19:11:00.655 -03:00;0;NULL
2024-02-29 19:11:15.655 -03:00;0;NULL
2024-02-29 19:11:30.655 -03:00;0;NULL
2024-02-29 19:11:45.655 -03:00;0;NULL
2024-02-29 19:12:00.655 -03:00;0;NULL
2024-02-29 19:12:15.655 -03:00;0;NULL
2024-02-29 19:12:30.655 -03:00;0;NULL
2024-02-29 19:12:45.655 -03:00;0;NULL
2024-02-29 19:13:00.655 -03:00;0;NULL
2024-02-29 19:13:15.655 -03:00;0;NULL
2024-02-29 19:13:30.655 -03:00;0;NULL
2024-02-29 19:13:45.655 -03:00;0;NULL
2024-02-29 19:14:00.655 -03:00;0;NULL
2024-02-29 19:14:15.655 -03:00;0;NULL
2024-02-29 19:14:30.655 -03:00;0;NULL
2024-02-29 19:14:45.655 -03:00;0;NULL
2024-02-29 19:15:00.655 -03:00;0;NULL
2024-02-29 19:15:15.655 -03:00;0;NULL
2024-02-29 19:15:30.655 -03:00;0;NULL
2024-02-29 19:15:45.655 -03:00;0;NULL
2024-02-29 19:16:00.655 -03:00;0;NULL
2024-02-29 19:16:15.655 -03:00;0;NULL
2024-02-29 19:16:30.655 -03:00;0;NULL
2024-02-29 19:16:45.655 -03:00;0;NULL
2024-02-29 19:17:00.655 -03:00;0;NULL
2024-02-29 19:17:15.655 -03:00;0;NULL
2024-02-29 19:17:30.655 -03:00;0;NULL
2024-02-29 19:17:45.655 -03:00;0;NULL
2024-02-29 19:18:00.655 -03:00;0;NULL
2024-02-29 19:18:15.655 -03:00;0;NULL
2024-02-29 19:18:30.655 -03:00;0;NULL
2024-02-29 19:18:45.655 -03:00;0;NULL
2024-02-29 19:19:00.655 -03:00;0;NULL
2024-02-29 19:19:15.655 -03:00;0;NULL
2024-02-29 19:19:30.655 -03:00;0;NULL
2024-02-29 19:19:45.655 -03:00;0;NULL
2024-02-29 19:20:00.655 -03:00;0;NULL
2024-02-29 19:20:15.655 -03:00;0;NULL
2024-02-29 19:20:30.655 -03:00;0;NULL
2024-02-29 19:20:45.655 -03:00;0;NULL
2024-02-29 19:21:00.655 -03:00;0;NULL
2024-02-29 19:21:15.655 -03:00;0;NULL
2024-02-29 19:21:30.655 -03:00;0;NULL
2024-02-29 19:21:45.655 -03:00;0;NULL
2024-02-29 19:22:00.655 -03:00;0;NULL
2024-02-29 19:22:15.655 -03:00;0;NULL
2024-02-29 19:22:30.655 -03:00;0;NULL
2024-02-29 19:22:45.655 -03:00;0;NULL
2024-02-29 19:23:00.655 -03:00;0;NULL
2024-02-29 19:23:15.655 -03:00;0;NULL
2024-02-29 19:23:30.655 -03:00;0;NULL
2024-02-29 19:23:45.655 -03:00;0;NULL
2024-02-29 19:24:00.655 -03:00;0;NULL
2024-02-29 19:24:15.655 -03:00;0;NULL
2024-02-29 19:24:30.655 -03:00;0;NULL
2024-02-29 19:24:45.655 -03:00;0;NULL
2024-02-29 19:25:00.655 -03:00;0;NULL
2024-02-29 19:25:15.655 -03:00;0;NULL
2024-02-29 19:25:30.655 -03:00;0;NULL
2024-02-29 19:25:45.655 -03:00;0;NULL
2024-02-29 19:26:00.655 -03:00;0;NULL
2024-02-29 19:26:15.655 -03:00;0;NULL
2024-02-29 19:26:30.655 -03:00;0;NULL
2024-02-29 19:26:45.655 -03:00;0;NULL
2024-02-29 19:27:00.655 -03:00;0;NULL
2024-02-29 19:27:15.655 -03:00;0;NULL
2024-02-29 19:27:30.655 -03:00;0;NULL
2024-02-29 19:27:45.655 -03:00;0;NULL
2024-02-29 19:28:00.655 -03:00;0;NULL
2024-02-29 19:28:15.655 -03:00;0;NULL
2024-02-29 19:28:30.655 -03:00;0;NULL
2024-02-29 19:28:45.655 -03:00;0;NULL
2024-02-29 19:29:00.655 -03:00;0;NULL
2024-02-29 19:29:15.655 -03:00;0;NULL
2024-02-29 19:29:30.655 -03:00;0;NULL
2024-02-29 19:29:45.655 -03:00;0;NULL
2024-02-29 19:30:00.655 -03:00;0;NULL
2024-02-29 19:30:15.655 -03:00;0;NULL
2024-02-29 19:30:30.655 -03:00;0;NULL
2024-02-29 19:30:45.655 -03:00;0;NULL
2024-02-29 19:31:00.655 -03:00;0;NULL
2024-02-29 19:31:15.655 -03:00;0;NULL
2024-02-29 19:31:30.655 -03:00;0;NULL
2024-02-29 19:31:45.655 -03:00;0;NULL
2024-02-29 19:32:00.655 -03:00;0;NULL
2024-02-29 19:32:15.655 -03:00;0;NULL
2024-02-29 19:32:30.655 -03:00;0;NULL
2024-02-29 19:32:45.655 -03:00;0;NULL
2024-02-29 19:33:00.655 -03:00;0;NULL
2024-02-29 19:33:15.655 -03:00;0;NULL
2024-02-29 19:33:30.655 -03:00;0;NULL
2024-02-29 19:33:45.655 -03:00;0;NULL
2024-02-29 19:34:00.655 -03:00;0;NULL
2024-02-29 19:34:15.655 -03:00;0;NULL
2024-02-29 19:34:30.655 -03:00;0;NULL
2024-02-29 19:34:45.655 -03:00;0;NULL
2024-02-29 19:35:00.655 -03:00;0;NULL
2024-02-29 19:35:15.655 -03:00;0;NULL
2024-02-29 19:35:30.655 -03:00;0;NULL
2024-02-29 19:35:45.655 -03:00;0;NULL
2024-02-29 19:36:00.655 -03:00;0;NULL
2024-02-29 19:36:15.655 -03:00;0;NULL
2024-02-29 19:36:30.655 -03:00;0;NULL
2024-02-29 19:36:45.655 -03:00;0;NULL
2024-02-29 19:37:00.655 -03:00;0;NULL
2024-02-29 19:37:15.655 -03:00;0;NULL
2024-02-29 19:37:30.655 -03:00;0;NULL
2024-02-29 19:37:45.655 -03:00;0;NULL
2024-02-29 19:38:00.655 -03:00;0;NULL
2024-02-29 19:38:15.655 -03:00;0;NULL
2024-02-29 19:38:30.655 -03:00;0;NULL
2024-02-29 19:38:45.655 -03:00;0;NULL
2024-02-29 19:39:00.655 -03:00;0;NULL
2024-02-29 19:39:15.655 -03:00;0;NULL
2024-02-29 19:39:30.655 -03:00;0;NULL
2024-02-29 19:39:45.655 -03:00;0;NULL
2024-02-29 19:40:00.655 -03:00;0;NULL
2024-02-29 19:40:15.655 -03:00;0;NULL
2024-02-29 19:40:30.655 -03:00;0;NULL
2024-02-29 19:40:45.655 -03:00;0;NULL
2024-02-29 19:41:00.655 -03:00;0;NULL
2024-02-29 19:41:15.655 -03:00;0;NULL
2024-02-29 19:41:30.655 -03:00;0;NULL
2024-02-29 19:41:45.655 -03:00;0;NULL
2024-02-29 19:42:00.655 -03:00;0;NULL
2024-02-29 19:42:15.655 -03:00;0;NULL
2024-02-29 19:42:30.655 -03:00;0;NULL
2024-02-29 19:42:45.655 -03:00;0;NULL
2024-02-29 19:43:00.655 -03:00;0;NULL
2024-02-29 19:43:15.655 -03:00;0;NULL
2024-02-29 19:43:30.655 -03:00;0;NULL
2024-02-29 19:43:45.655 -03:00;0;NULL
