data_abreviada,taxa_de_saida(und/h)
2022-05-27,13.339509031959603
2022-05-28,0.0
2022-05-30,13.456904541242368
2022-05-31,13.339509031959603
2022-06-01,13.228346456693274
2022-06-02,13.339509031959603
2022-06-03,13.450671607225638
2022-06-04,0.0
2022-06-06,13.12326227988887
2022-06-07,13.228346456693274
2022-06-08,13.339509031959603
2022-06-09,13.228346456693274
2022-06-10,13.228346456693274
2022-06-11,0.0
2022-06-13,13.568118628359432
2022-06-14,13.339509031959603
2022-06-15,13.339509031959603
2022-06-16,13.450671607225638
2022-06-17,13.228346456693274
2022-06-18,0.0
2022-06-20,13.34569045412381
2022-06-21,13.228346456693274
2022-06-22,13.339509031959603
2022-06-23,13.12326227988887
2022-06-24,13.456904541242368
2022-06-25,0.0
2022-06-27,13.234476367006753
2022-06-28,13.450671607225638
2022-06-29,13.450671607225638
2022-06-30,13.450671607225638
2022-07-01,13.339509031959603
2022-07-02,0.0
2022-07-04,13.34569045412381
2022-07-05,13.456904541242368
2022-07-06,13.339509031959603
2022-07-07,13.117183881426257
2022-07-08,13.450671607225638
2022-07-09,0.0
2022-07-11,13.456904541242368
2022-07-12,13.228346456693274
2022-07-13,13.35187760778842
2022-07-14,13.450671607225638
2022-07-15,13.450671607225638
2022-07-16,0.0
2022-07-18,13.456904541242368
2022-07-19,13.228346456693274
2022-07-20,13.339509031959603
2022-07-21,13.450671607225638
2022-07-22,13.228346456693274
2022-07-23,0.0
2022-07-25,13.358070500927505
2022-07-26,13.228346456693274
2022-07-27,13.228346456693274
2022-07-28,13.339509031959603
2022-07-29,13.339509031959603
2022-07-30,0.0
2022-08-01,13.475638051044303
2022-08-02,13.228346456693274
2022-08-03,13.228346456693274
2022-08-04,13.228346456693274
2022-08-05,13.339509031959603
2022-08-06,0.0
2022-08-08,13.34569045412381
2022-08-09,13.234476367006753
2022-08-10,13.561834182492003
2022-08-11,13.339509031959603
2022-08-12,13.339509031959603
2022-08-13,0.0
2022-08-15,13.57440890125151
2022-08-16,13.2467532467529
2022-08-17,13.35187760778842
2022-08-18,13.34569045412381
2022-08-19,13.339509031959603
2022-08-20,0.0
2022-08-22,13.234476367006753
2022-08-23,13.339509031959603
2022-08-24,13.450671607225638
2022-08-25,13.117183881426257
2022-08-26,13.339509031959603
2022-08-27,0.0
2022-08-29,13.34569045412381
2022-08-30,13.339509031959603
2022-08-31,13.228346456693274
2022-09-01,13.463143254520139
2022-09-02,13.568118628359432
2022-09-03,0.0
2022-09-05,13.34569045412381
2022-09-06,13.228346456693274
2022-09-07,13.34569045412381
2022-09-08,13.228346456693274
2022-09-09,13.450671607225638
2022-09-10,0.0
2022-09-12,13.234476367006753
2022-09-13,13.117183881426257
2022-09-14,13.34569045412381
2022-09-15,13.339509031959603
2022-09-16,13.339509031959603
2022-09-17,0.0
2022-09-19,13.12326227988887
2022-09-20,13.568118628359432
2022-09-21,13.450671607225638
2022-09-22,13.450671607225638
2022-09-23,13.450671607225638
2022-09-24,0.0
2022-09-26,13.012048192770836
2022-09-27,13.450671607225638
2022-09-28,13.228346456693274
2022-09-29,13.228346456693274
2022-09-30,13.339509031959603
2022-10-01,0.0
2022-10-03,13.34569045412381
2022-10-04,13.228346456693274
2022-10-05,13.117183881426257
2022-10-06,13.450671607225638
2022-10-07,13.450671607225638
2022-10-08,0.0
2022-10-10,13.234476367006753
2022-10-11,13.234476367006753
2022-10-12,13.450671607225638
2022-10-13,13.228346456693274
2022-10-14,13.339509031959603
2022-10-15,0.0
2022-10-17,13.456904541242368
2022-10-18,13.117183881426257
2022-10-19,13.450671607225638
2022-10-20,13.450671607225638
2022-10-21,13.117183881426257
2022-10-22,0.0
2022-10-24,13.234476367006753
2022-10-25,13.339509031959603
2022-10-26,13.228346456693274
2022-10-27,13.450671607225638
2022-10-28,13.339509031959603
2022-10-29,0.0
2022-10-31,13.252900232018806
2022-11-01,13.12326227988887
2022-11-02,13.34569045412381
2022-11-03,13.456904541242368
2022-11-04,13.228346456693274
2022-11-05,0.0
2022-11-07,13.469387755102275
2022-11-08,13.339509031959603
2022-11-09,13.117183881426257
2022-11-10,13.240611961056874
2022-11-11,13.228346456693274
2022-11-12,0.0
2022-11-14,13.34569045412381
2022-11-15,13.117183881426257
2022-11-16,13.234476367006753
2022-11-17,13.228346456693274
2022-11-18,13.339509031959603
2022-11-19,0.0
2022-11-21,13.34569045412381
2022-11-22,13.450671607225638
2022-11-23,13.561834182492003
2022-11-24,13.228346456693274
2022-11-25,13.339509031959603
2022-11-26,0.0
2022-11-28,13.34569045412381
2022-11-29,13.339509031959603
2022-11-30,13.228346456693274
2022-12-01,13.34569045412381
2022-12-02,13.456904541242368
2022-12-03,0.0
2022-12-05,13.34569045412381
2022-12-06,13.339509031959603
2022-12-07,13.339509031959603
2022-12-08,13.339509031959603
2022-12-09,13.006021306160084
2022-12-10,0.0
2022-12-12,13.469387755102275
2022-12-13,13.228346456693274
2022-12-14,13.339509031959603
2022-12-15,13.450671607225638
2022-12-16,13.450671607225638
2022-12-17,0.0
2022-12-19,13.234476367006753
2022-12-20,13.228346456693274
2022-12-21,13.228346456693274
2022-12-22,13.463143254520139
2022-12-23,13.35187760778842
2022-12-24,0.0
2022-12-26,13.34569045412381
2022-12-27,13.234476367006753
2022-12-28,13.339509031959603
2022-12-29,13.339509031959603
2022-12-30,13.117183881426257
2022-12-31,0.0
2023-01-02,13.456904541242368
2023-01-03,13.34569045412381
2023-01-04,13.228346456693274
2023-01-05,13.561834182492003
2023-01-06,13.561834182492003
2023-01-07,0.0
2023-01-09,13.234476367006753
2023-01-10,13.34569045412381
2023-01-11,13.228346456693274
2023-01-12,13.450671607225638
2023-01-13,13.339509031959603
2023-01-14,0.0
2023-01-16,13.34569045412381
2023-01-17,13.339509031959603
2023-01-18,13.339509031959603
2023-01-19,13.339509031959603
2023-01-20,13.228346456693274
2023-01-21,0.0
2023-01-23,13.34569045412381
2023-01-24,13.456904541242368
2023-01-25,13.469387755102277
2023-01-26,13.450671607225638
2023-01-27,13.339509031959603
2023-01-28,0.0
2023-01-30,13.34569045412381
2023-01-31,13.117183881426257
2023-02-01,13.339509031959603
2023-02-02,13.456904541242368
2023-02-03,13.34569045412381
2023-02-04,0.0
2023-02-06,13.234476367006753
2023-02-07,13.228346456693274
2023-02-08,13.228346456693274
2023-02-09,13.450671607225638
2023-02-10,13.117183881426257
2023-02-11,0.0
2023-02-13,13.456904541242368
2023-02-14,13.339509031959603
2023-02-15,13.450671607225638
2023-02-16,13.117183881426257
2023-02-17,13.561834182492003
2023-02-18,0.0
2023-02-20,13.12326227988887
2023-02-21,13.463143254520139
2023-02-22,13.234476367006753
2023-02-23,13.339509031959603
2023-02-24,13.450671607225638
2023-02-25,0.0
2023-02-27,13.34569045412381
2023-02-28,13.450671607225638
2023-03-01,13.117183881426257
2023-03-02,13.228346456693274
2023-03-03,13.450671607225638
2023-03-04,0.0
2023-03-06,13.234476367006753
2023-03-07,13.456904541242368
2023-03-08,13.339509031959603
2023-03-09,13.34569045412381
2023-03-10,13.339509031959603
2023-03-11,0.0
2023-03-13,13.456904541242368
2023-03-14,13.228346456693274
2023-03-15,13.450671607225638
2023-03-16,13.117183881426257
2023-03-17,13.228346456693274
2023-03-18,0.0
2023-03-20,13.456904541242368
2023-03-21,13.339509031959603
2023-03-22,13.240611961056874
2023-03-23,13.339509031959603
2023-03-24,13.228346456693274
2023-03-25,0.0
2023-03-27,13.234476367006753
2023-03-28,13.450671607225638
2023-03-29,13.339509031959603
2023-03-30,13.339509031959603
2023-03-31,13.339509031959603
2023-04-01,0.0
2023-04-03,13.234476367006753
2023-04-04,13.450671607225638
2023-04-05,13.339509031959603
2023-04-06,13.228346456693274
2023-04-07,13.450671607225638
2023-04-08,0.0
2023-04-10,13.568118628359432
2023-04-11,13.358070500927505
2023-04-12,13.234476367006753
2023-04-13,13.339509031959603
2023-04-14,13.228346456693274
2023-04-15,0.0
2023-04-17,13.2467532467529
2023-04-18,13.339509031959603
2023-04-19,13.456904541242368
2023-04-20,13.456904541242368
2023-04-21,13.450671607225638
2023-04-22,0.0
2023-04-24,13.234476367006753
2023-04-25,13.228346456693274
2023-04-26,13.450671607225638
2023-04-27,13.228346456693274
2023-04-28,13.450671607225638
2023-04-29,0.0
2023-05-01,13.568118628359432
2023-05-02,13.339509031959603
2023-05-03,13.339509031959603
2023-05-04,13.339509031959603
2023-05-05,13.561834182492003
2023-05-06,0.0
2023-05-08,13.456904541242368
2023-05-09,13.339509031959603
2023-05-10,13.228346456693274
2023-05-11,13.228346456693274
2023-05-12,13.339509031959603
2023-05-13,0.0
2023-05-15,13.456904541242368
2023-05-16,13.117183881426257
2023-05-17,13.234476367006753
2023-05-18,13.568118628359432
2023-05-19,13.339509031959603
2023-05-20,0.0
2023-05-22,13.568118628359432
2023-05-23,13.228346456693274
2023-05-24,13.339509031959603
2023-05-25,13.358070500927505
2023-05-26,13.339509031959603
2023-05-27,0.0
2023-05-29,13.456904541242368
2023-05-30,13.463143254520139
2023-05-31,13.117183881426257
2023-06-01,13.450671607225638
2023-06-02,13.339509031959603
2023-06-03,0.0
2023-06-05,13.12326227988887
2023-06-06,13.228346456693274
2023-06-07,13.117183881426257
2023-06-08,13.339509031959603
2023-06-09,13.339509031959603
2023-06-10,0.0
2023-06-12,13.568118628359432
2023-06-13,13.450671607225638
2023-06-14,13.228346456693274
2023-06-15,13.450671607225638
2023-06-16,13.450671607225638
2023-06-17,0.0
2023-06-19,13.456904541242368
2023-06-20,13.35187760778842
2023-06-21,13.12326227988887
2023-06-22,13.339509031959603
2023-06-23,13.450671607225638
2023-06-24,0.0
2023-06-26,13.34569045412381
2023-06-27,13.228346456693274
2023-06-28,13.117183881426257
2023-06-29,13.339509031959603
2023-06-30,13.339509031959603
2023-07-01,0.0
2023-07-03,13.34569045412381
2023-07-04,13.450671607225638
2023-07-05,13.339509031959603
2023-07-06,13.228346456693274
2023-07-07,13.339509031959603
2023-07-08,0.0
2023-07-10,13.234476367006753
2023-07-11,13.450671607225638
2023-07-12,13.339509031959603
2023-07-13,13.228346456693274
2023-07-14,13.456904541242368
2023-07-15,0.0
2023-07-17,13.34569045412381
2023-07-18,13.117183881426257
2023-07-19,13.234476367006753
2023-07-20,13.450671607225638
2023-07-21,13.12326227988887
2023-07-22,0.0
2023-07-24,13.34569045412381
2023-07-25,13.561834182492003
2023-07-26,13.228346456693274
2023-07-27,13.259052924791032
2023-07-28,13.228346456693274
2023-07-29,0.0
2023-07-31,13.351877607788422
2023-08-01,13.376683697166385
2023-08-02,13.339509031959603
2023-08-03,13.234476367006753
2023-08-04,13.561834182492003
2023-08-05,0.0
2023-08-07,13.234476367006753
2023-08-08,13.228346456693274
2023-08-09,13.117183881426257
2023-08-10,13.228346456693274
2023-08-11,13.339509031959603
2023-08-12,0.0
2023-08-14,13.34569045412381
2023-08-15,13.339509031959603
2023-08-16,13.463143254520139
2023-08-17,13.228346456693274
2023-08-18,13.339509031959603
2023-08-19,0.0
2023-08-21,13.34569045412381
2023-08-22,13.339509031959603
2023-08-23,13.339509031959603
2023-08-24,13.339509031959603
2023-08-25,13.339509031959603
2023-08-26,0.0
2023-08-28,13.463143254520139
2023-08-29,13.34569045412381
2023-08-30,13.450671607225638
2023-08-31,13.561834182492003
2023-09-01,13.339509031959603
2023-09-02,0.0
2023-09-04,13.463143254520139
2023-09-05,13.117183881426257
2023-09-06,13.35187760778842
2023-09-07,13.450671607225638
2023-09-08,13.339509031959603
2023-09-09,0.0
2023-09-11,13.351877607788422
2023-09-12,13.450671607225638
2023-09-13,13.228346456693274
2023-09-14,13.339509031959603
2023-09-15,13.450671607225638
2023-09-16,0.0
2023-09-18,13.240611961056874
2023-09-19,13.450671607225638
2023-09-20,13.339509031959603
2023-09-21,13.450671607225638
2023-09-22,13.228346456693274
2023-09-23,0.0
2023-09-25,13.12326227988887
2023-09-26,13.2467532467529
2023-09-27,13.339509031959603
2023-09-28,13.339509031959603
2023-09-29,13.450671607225638
2023-09-30,0.0
2023-10-02,13.456904541242368
2023-10-03,13.339509031959603
2023-10-04,13.339509031959603
2023-10-05,13.450671607225638
2023-10-06,13.35187760778842
2023-10-07,0.0
2023-10-09,13.12326227988887
2023-10-10,13.450671607225638
2023-10-11,13.339509031959603
2023-10-12,13.450671607225638
2023-10-13,13.117183881426257
2023-10-14,0.0
2023-10-16,13.34569045412381
2023-10-17,13.450671607225638
2023-10-18,13.228346456693274
2023-10-19,13.450671607225638
2023-10-20,13.228346456693274
2023-10-21,0.0
2023-10-23,13.234476367006753
2023-10-24,13.561834182492003
2023-10-25,13.450671607225638
2023-10-26,13.339509031959603
2023-10-27,13.228346456693274
2023-10-28,0.0
2023-10-30,13.456904541242368
2023-10-31,13.228346456693274
2023-11-01,13.450671607225638
2023-11-02,13.117183881426257
2023-11-03,13.339509031959603
2023-11-04,0.0
2023-11-06,13.34569045412381
2023-11-07,13.339509031959603
2023-11-08,13.234476367006753
2023-11-09,13.469387755102277
2023-11-10,13.228346456693274
2023-11-11,0.0
2023-11-13,13.34569045412381
2023-11-14,13.339509031959603
2023-11-15,13.450671607225638
2023-11-16,13.228346456693274
2023-11-17,13.339509031959603
2023-11-18,0.0
2023-11-20,13.456904541242368
2023-11-21,13.240611961056874
2023-11-22,13.228346456693274
2023-11-23,13.228346456693274
2023-11-24,13.450671607225638
2023-11-25,0.0
2023-11-27,13.34569045412381
2023-11-28,13.228346456693274
2023-11-29,13.35187760778842
2023-11-30,13.450671607225638
2023-12-01,13.450671607225638
2023-12-02,0.0
2023-12-04,13.240611961056874
2023-12-05,13.561834182492003
2023-12-06,13.450671607225638
2023-12-07,13.228346456693274
2023-12-08,13.339509031959603
2023-12-09,0.0
2023-12-11,13.469387755102275
2023-12-12,13.35187760778842
2023-12-13,13.339509031959603
2023-12-14,13.450671607225638
2023-12-15,13.34569045412381
2023-12-16,0.0
2023-12-18,13.568118628359432
2023-12-19,13.35187760778842
2023-12-20,13.339509031959603
2023-12-21,13.228346456693274
2023-12-22,13.117183881426257
2023-12-23,0.0
2023-12-25,13.351877607788422
2023-12-26,13.012048192770834
2023-12-27,13.450671607225638
2023-12-28,13.339509031959603
2023-12-29,13.339509031959603
2023-12-30,0.0
2024-01-01,13.234476367006753
2024-01-02,13.228346456693274
2024-01-03,13.672996757758357
2024-01-04,13.450671607225638
2024-01-05,13.228346456693274
2024-01-06,0.0
2024-01-08,13.456904541242368
2024-01-09,13.456904541242368
2024-01-10,13.228346456693274
2024-01-11,13.456904541242368
2024-01-12,13.117183881426257
2024-01-13,0.0
2024-01-15,13.234476367006753
2024-01-16,13.339509031959603
2024-01-17,13.339509031959603
2024-01-18,13.339509031959603
2024-01-19,13.35187760778842
2024-01-20,0.0
2024-01-22,13.469387755102275
2024-01-23,13.339509031959603
2024-01-24,13.339509031959603
2024-01-25,13.561834182492003
2024-01-26,13.34569045412381
2024-01-27,0.0
2024-01-29,13.12326227988887
2024-01-30,13.228346456693274
2024-01-31,13.339509031959603
2024-02-01,13.450671607225638
2024-02-02,13.450671607225638
2024-02-03,0.0
2024-02-05,13.351877607788422
2024-02-06,13.228346456693274
2024-02-07,13.117183881426257
2024-02-08,13.339509031959603
2024-02-09,13.228346456693274
2024-02-10,0.0
2024-02-12,13.12326227988887
2024-02-13,13.34569045412381
2024-02-14,13.339509031959603
2024-02-15,13.450671607225638
2024-02-16,13.228346456693274
2024-02-17,0.0
2024-02-19,13.34569045412381
2024-02-20,13.339509031959603
2024-02-21,13.339509031959603
2024-02-22,13.339509031959603
2024-02-23,13.561834182492003
2024-02-24,0.0
2024-02-26,13.456904541242368
2024-02-27,13.450671607225638
2024-02-28,13.450671607225638
2024-02-29,13.568118628359432
2024-03-01,13.117183881426257
2024-03-02,0.0
2024-03-04,13.34569045412381
2024-03-05,13.450671607225638
2024-03-06,13.339509031959603
2024-03-07,13.228346456693274
2024-03-08,13.339509031959603
2024-03-09,0.0
2024-03-11,13.234476367006753
2024-03-12,13.339509031959603
2024-03-13,13.339509031959603
2024-03-14,13.35187760778842
2024-03-15,13.339509031959603
2024-03-16,0.0
2024-03-18,13.34569045412381
2024-03-19,13.339509031959603
2024-03-20,13.339509031959603
2024-03-21,13.450671607225638
2024-03-22,13.450671607225638
2024-03-23,0.0
2024-03-25,13.34569045412381
2024-03-26,13.339509031959603
2024-03-27,13.339509031959603
2024-03-28,13.228346456693274
2024-03-29,13.463143254520139
2024-03-30,0.0
2024-04-01,13.252900232018806
2024-04-02,13.34569045412381
2024-04-03,13.339509031959603
2024-04-04,13.339509031959603
2024-04-05,13.339509031959603
2024-04-06,0.0
2024-04-08,13.456904541242368
2024-04-09,13.339509031959603
2024-04-10,13.450671607225638
2024-04-11,13.456904541242368
2024-04-12,13.228346456693274
2024-04-13,0.0
2024-04-15,13.234476367006753
2024-04-16,13.34569045412381
2024-04-17,13.450671607225638
2024-04-18,13.450671607225638
2024-04-19,13.450671607225638
2024-04-20,0.0
2024-04-22,13.456904541242368
2024-04-23,13.469387755102277
2024-04-24,13.339509031959603
2024-04-25,13.339509031959603
2024-04-26,13.228346456693274
2024-04-27,0.0
2024-04-29,16.70886075949371
